"","convergence","mu","time","density","x_C","x_PSU","CO2","H+","PC","PC-","PQ","PQH2","ATP","NADPH","C3","A","Protein","tau Carbon_T","tau PSII","tau PSI","tau Cyt6bf","tau ATPsyn","tau C_fix","tau Met","tau Ribosome","v Carbon_T","v PSII","v PSI","v Cyt6bf","v ATPsyn","v C_fix","v Met","v Ribosome","p Carbon_T","p PSII","p PSI","p Cyt6bf","p ATPsyn","p C_fix","p Met","p Ribosome","f Carbon_T","f PSII","f PSI","f Cyt6bf","f ATPsyn","f C_fix","f Met","f Ribosome"
"11",4,0.101101771230138,0.458,385.67,0.000525,743.120585708379,21.554012443549,0.809439106048552,15.03824052739,133.079948556513,60.8632582095042,6.68766148541949,4.86394211161378,10.192987561849,13.5960427430484,24.9951200777058,93.9893471774413,0.135813430912839,0.440140023954565,0.0424443760473582,0.00241295794515304,0.456208853994428,0.541706084998899,0.654552358619687,3.43866519668701,10.8510972097112,85.3689703672697,197.124368359945,276.618188461203,4.39172556463297,9.63549819394658,9.17879354544858,9.50248947640365,1.47372474121961,37.5743006624266,8.36682081876747,0.667468055621301,2.00354408689924,5.21960800365676,6.00800096445653,32.6758798443938,0.278290917169714,2.18940155103209,5.05551836898989,7.0942438248364,0.112631682466692,0.247115252767318,0.235402450545582,0.243704066112068
"12",4,0.101587500307397,0.217,385.67,0.000525,714.539024719595,21.5782301245048,0.805738776757019,15.0341832663383,133.141695211854,60.9257434526701,6.64848711020081,4.78772921085856,10.2149323686197,13.5784250939274,24.5922857914894,94.3625498626395,0.135813564248926,0.44667822704405,0.0430755351125625,0.00241810021272199,0.457366740109922,0.542422136604359,0.656076724852096,3.34259012719114,10.892428161517,85.8087146009722,198.148759309691,278.057123742005,4.41489254120801,9.6670552245675,9.20850773462688,9.58605556317765,1.479339491941,38.3288845028912,8.53536383915529,0.672369990069406,2.01922500950792,5.24362474958223,6.0414875953092,32.0422546841833,0.27801522019411,2.1901570825729,5.05749224450257,7.09705047739406,0.112684454170992,0.246739151916744,0.235035316968748,0.244671739732516
"13",4,0.102011311500236,0.243,385.67,0.000525,687.056754538072,21.599755340854,0.801889026601763,15.027837091003,133.20640031883,60.9890696809319,6.60883332673668,4.7123372895099,10.2367302459262,13.559241865459,24.1942971994451,94.7336088032677,0.135813700392157,0.453477939414773,0.0437319313980785,0.00242346439378802,0.458582724304005,0.543183586961316,0.657665141922776,3.25005354831715,10.9268814388359,86.1968842559749,199.054014754867,279.329236052362,4.43542829436182,9.69273563159018,9.23282176216201,9.66389967717161,1.48402020195468,39.0883854563732,8.70501651777196,0.676944457716906,2.03401079068351,5.26493490783491,6.07210503455997,31.4081914363726,0.277735913975084,2.19092433322752,5.05949012330846,7.09989955590015,0.11273827194896,0.246366797757197,0.234676856799161,0.245633854858474
"14",4,0.102371974988156,0.233,385.67,0.000525,660.631494748146,21.6185430218545,0.797890714697329,15.0191927686729,133.274101823533,61.0532429992548,6.56870818027337,4.63776953534236,10.2583851848087,13.5384743897306,23.8011487399501,95.1025431465166,0.135813839401094,0.460549614852849,0.044414574050808,0.00242905535142321,0.45985805528066,0.543991215255166,0.659319089814213,3.16092893599549,10.9543380002171,86.5324086850124,199.837641566265,280.431029605922,4.45327682147119,9.71245006078161,9.25165522130924,9.73583516830526,1.48775070190679,39.8524674921718,8.87570372948372,0.681182493169387,2.04787521874818,5.2834875116697,6.09979289978852,30.7742830995786,0.277452854554533,2.1917037616203,5.06151299137445,7.10279248899273,0.112793157031874,0.245998160183554,0.23432709036874,0.246590461136507
"15",4,0.102668403522746,0.26,385.67,0.000525,635.222591103986,21.6345450036367,0.793745012736421,15.0082403278488,133.344837367731,61.1182685718178,6.52812025525363,4.56402884418682,10.2799009130537,13.5161081011391,23.412835032622,95.4693706080291,0.135813981335227,0.467904125023405,0.045124512556841,0.0024348782027138,0.461193966435788,0.544845860020059,0.661040012973274,3.07509454520751,10.974695032553,86.8143343119296,200.497416771042,281.359386470265,4.46838801767946,9.72612315120952,9.26493990069413,9.80168786564773,1.49051702631095,40.6207851357128,9.04734820069906,0.685075837245378,2.06079359344773,5.29923793298176,6.12449599215145,30.14111688948,0.277165897803402,2.19249581335959,5.06356179937346,7.10573065813064,0.112849129108419,0.245633217812008,0.233986035881044,0.247541604501333
"16",4,0.102899659317728,0.251,385.67,0.000525,610.790952984602,21.6477197713719,0.789453493670773,14.9949703609119,133.418643507989,61.1841506622468,6.48707883204674,4.49111781662805,10.3012813366437,13.492126691164,23.0293491278003,95.8341087266777,0.135814126254978,0.475552776164077,0.0458628383566013,0.00244093825629299,0.46259164532541,0.545748331902348,0.662829453314875,2.99243329074887,10.9878670487254,87.0418307571822,201.031401887754,282.111586467512,4.48071798427286,9.73369339916181,9.27262017685491,9.86129713899321,1.49230756262851,41.3929842589817,9.219870689379,0.68861696395206,2.07274270458393,5.31214693584145,6.14616576262121,29.5092738486899,0.276874909209853,2.19330092742155,5.06563747988357,7.10871541709276,0.112906206417415,0.245271940788734,0.233653707149829,0.248487330429325
"17",4,0.10306495963667,0.244,385.67,0.000525,587.298993254425,21.6580201817096,0.785017574518901,14.9793802551366,133.49555078609,61.2508900235803,6.44559709440012,4.41903951793249,10.3225304088176,13.4665158473333,22.6506838953786,96.1967744417401,0.135814274220109,0.483507326867153,0.0466306865420421,0.00244724033430209,0.464052414553241,0.54669951320251,0.664688953214187,2.91283243423363,10.9937856269491,87.2141964044873,201.437955746915,282.685324240097,4.49022936585885,9.73511405679006,9.2746534939312,9.91451667501577,1.49311301585557,42.1687029684005,9.39319017210413,0.691798927395628,2.08370177912467,5.32218211581804,6.16475972230543,28.8793257407361,0.2765797430654,2.19411955551315,5.06774098883008,7.11174812750849,0.112964407935121,0.244914303034901,0.233330116432693,0.249427682842171
"18",4,0.103163682354531,0.222,385.67,0.000525,564.710570436947,21.6654064023593,0.780439179626543,14.9614678241913,133.575587459433,61.3184901414533,6.40368430754796,4.34779612411389,10.3436519848439,13.4392621015164,22.2768306369425,96.5573840760547,0.135814425292371,0.491780005165275,0.0474292375860348,0.00245379008219531,0.465577515971885,0.54770026378307,0.666620108386389,2.83618362947573,10.9924010715864,87.3308611651866,201.715742208444,283.078720960268,4.49689145328238,9.73035329712399,9.27101058955985,9.9612152998066,1.49292663412076,42.9475713549034,9.56722386204765,0.694615757972838,2.09365155241441,5.32931706753728,6.18024208406375,28.2518357629947,0.276280270388598,2.19495211090444,5.06987321842167,7.11483005931424,0.113023749636687,0.24456027599419,0.233015270801931,0.250362704063201
"19",4,0.103195370154701,0.235,385.67,0.000525,542.990933112449,21.6698363217428,0.775720155422038,14.9412389516343,133.658774730647,61.3869518595168,6.3613527535038,4.27739075608977,10.3646501803069,13.4103523163849,21.9077802620025,96.9159521331113,0.135814579531607,0.50038352815375,0.0482597191767731,0.00246059273447309,0.467168302796405,0.548751477832276,0.668624545123059,2.76238249848543,10.9836818074192,87.3913921486764,201.863742467305,283.290340512068,4.50068051951897,9.71939447445017,9.26167578139541,10.0012775542717,1.4917441263836,43.7292131336227,9.74188752344457,0.697062153610404,2.10257527973252,5.33353208148938,6.19258375641276,27.6273540784154,0.275976353561815,2.19579901901303,5.07203509162453,7.11796249605447,0.113084248078322,0.244209828081124,0.232709173011073,0.251292431698372
"20",4,0.103159734281889,0.366,385.67,0.000525,522.106666454278,21.6712718319828,0.770862915404238,14.9186918996026,133.745138111143,61.4562724939617,6.31861725280196,4.2078249490598,10.3855285806934,13.379775194124,21.5435235725216,97.2724935073449,0.135814737001099,0.509331121694906,0.0491234080559635,0.00246765376608148,0.468826023095091,0.549854071507612,0.670703939097697,2.6913287756308,10.967615666248,87.3954952157558,201.881257211743,283.319194782042,4.50157983861468,9.7022366916778,9.24664737544506,10.0346045831545,1.4895638372406,44.5132456093227,9.9170953768634,0.699133678007079,2.11045777338276,5.33481434764958,6.20176281815839,27.0064200667203,0.275667869990151,2.1966606732039,5.07422742189632,7.12114659462799,0.113145916438376,0.243862932867531,0.232411826244362,0.252216904367321
"21",4,0.103056657321851,0.244,385.67,0.000525,502.025640821421,21.6696745438872,0.76586959149865,14.8938369857505,133.834693231278,61.5264519399869,6.27549035393046,4.13910158197377,10.4062913213603,13.3475198168525,21.1840492645664,97.627021516374,0.135814897761052,0.518636539739004,0.0500216320415861,0.00247497881982598,0.470552106110188,0.55100897046594,0.672859987899974,2.62292587024366,10.944209262178,87.3430191592518,201.767919590333,283.164759057117,4.4995800137119,9.67889448714735,9.22593745698375,10.0611145017659,1.48638666201827,45.2992812271119,10.092760631544,0.700826781187491,2.11728685206344,5.33315768661153,6.207764165672,26.3895575101654,0.27535469049482,2.19753747679096,5.07645109113377,7.12438356407082,0.113208769345639,0.243519557420276,0.232123225363726,0.253136156601172
"22",4,0.102886195026798,0.227,385.67,0.000525,482.71696232829,21.6650085887482,0.760742941160275,14.8666884608453,133.927450123419,61.5974861388883,6.23198790523569,4.07122251425356,10.4269423083259,13.3135762843276,20.8293459427589,97.9795488802573,0.13581506187373,0.528314086531655,0.0509557720515505,0.00248257321073763,0.472347851912091,0.552217127050259,0.67509444836409,2.55708094278841,10.9134886917236,87.2339561883605,201.523694214192,282.826971805235,4.49467889521009,9.6493982142271,9.19957223125958,10.0807429747318,1.4822161419247,46.0869278781961,10.2687954253647,0.702138663477724,2.12305192118709,5.32856295962439,6.21058014064778,25.7772757498348,0.275036693736572,2.19842981188983,5.07870692240555,7.12767451565054,0.113272818405321,0.243179670255329,0.231843363909402,0.254050221381641
"23",4,0.102648577250522,0.217,385.67,0.000525,464.150925315663,21.657241177272,0.755485632565209,14.8372557001196,134.023422036305,61.6693714130908,6.18812473552557,4.00418979337814,10.4474853415325,13.2779361611861,20.4794013095275,98.3300869506317,0.135815229400627,0.53837863787585,0.0519272641862785,0.00249044290530746,0.47421467536906,0.553479494879991,0.677409101655416,2.49370464704873,10.8754995436468,87.0684429429783,201.148879714793,282.306239613894,4.48688172968248,9.61379394403151,9.16759187584722,10.0934435264025,1.4770584653668,46.8757897136118,10.445111017724,0.70306757157045,2.12774516286074,5.32103781602288,6.21021017696116,25.1700670265138,0.274713765872546,2.19933803992456,5.08099568444886,7.13102050185413,0.113338074452485,0.242843239346226,0.23157223059862,0.254959128142276
"24",4,0.102344207884762,0.238,385.67,0.000525,446.298966649676,21.6463389263845,0.75010065342396,14.8055572993821,134.122612297525,61.7421015286466,6.14391769215605,3.93800500237129,10.4679240723081,13.2405937344112,20.1342028036473,98.6786459937962,0.13581540040392,0.548845664492278,0.0529376019951226,0.00249859350602324,0.476153962841678,0.554797074526649,0.679805738102894,2.43271105555035,10.8303066174347,86.8467607950342,200.644110245669,281.603437298736,4.47620113167952,9.57214356267644,9.13005053889354,10.0991878593759,1.47092242974412,47.6654681375525,10.6216180508507,0.703612519708444,2.13136090732561,5.31059724552198,6.20666074550925,24.5684059575835,0.274385795723783,2.20026250488768,5.08331811755194,7.13442250077939,0.113404546401153,0.242510237337064,0.231309811495073,0.255862903502466
"25",4,0.101973663996179,0.297,385.67,0.000525,429.133621778535,21.6322750228033,0.74459102079525,14.7716134894241,134.225022046406,61.8156695061694,6.09938408520858,3.87266977010525,10.4882623909165,13.2015402144589,19.7937361353058,99.025236322519,0.135815574945097,0.559731255488528,0.0539883387376539,0.00250703077482254,0.478167173511578,0.556170838343359,0.682286285886265,2.37401751998306,10.7779938861272,86.5693356901207,200.010354775476,280.719908110099,4.46265712033425,9.52452393497659,9.08701612101703,10.0979661758948,1.46381943639911,48.4555629526391,10.7982267846567,0.703773448737373,2.13389614158155,5.29726246173732,6.19994647899732,23.9727486177705,0.274052678404548,2.20120354160869,5.08567494229289,7.13788145659217,0.113472242566672,0.242180624936918,0.231056088264758,0.256761574202087
